Carrier Code,Flight Number,Origin Airport,precip_rate,rh,snow_rate,solar_rad,temp,vis,weather.description,wind_dir,wind_gust_spd,wind_spd,precip_rate_des,rh_des,snow_rate_des,solar_rad_des,temp_des,vis_des,weather.description_des,wind_dir_des,wind_gust_spd_des,wind_spd_des,Status,Previous Flight Status,Scheduled Arrival Hour,Scheduled Arrival Minutes,Scheduled departure Hour,Scheduled departure Minutes,Date,Predicted Status
B6,116.0,JFK,1.0,93,0.0,111,12.0,14,500,55,5.15,5.15,0.0,83,0.0,146,8.3,16,Overcast clouds,60,6.8,3.6,0,Early,15,21,14,0,2023-10-29,0
MQ,3324.0,ORD,0.0,86,0.0,0,6.0,16,Overcast clouds,135,4.0,2.35,0.0,69,0.0,0,-5.3,16,c02n,305,3.4,2.04,2,On-time,22,16,19,30,2023-12-21,1
9E,5114.0,JFK,0.0,39,0.0,116,16.5,16,Scattered clouds,265,6.6,6.53,0.0,53,0.0,124,15.0,16,c04d,310,11.6,6.7,1,On-time,17,26,16,5,2022-10-09,0
MQ,3392.0,ORD,0.0,73,0.0,0,7.7,16,803,210,11.2,6.07,0.0,59,0.0,0,22.4,16,Broken clouds,160,11.7,7.45,2,On-time,21,57,19,10,2022-11-05,0
B6,2516.0,JFK,0.0,54,0.0,0,9.8,16,Few clouds,75,4.4,1.5,0.0,58,0.0,0,8.3,16,c04n,210,8.4,4.09,1,Early,23,59,22,59,2022-10-08,1
MQ,3402.0,ORD,0.0,47,0.0,0,27.2,16,804,120,4.6,4.59,0.0,71,0.0,14,24.3,16,Broken clouds,290,3.97,3.97,0,Late,23,41,20,46,2023-06-24,0
B6,2516.0,JFK,0.0,93,0.0,0,16.7,16,Few clouds,195,2.23,2.23,0.0,45,0.0,0,22.2,16,c02n,230,2.8,2.4,0,Early,23,19,21,59,2023-06-01,1
MQ,3402.0,ORD,0.0,68,0.0,0,19.4,16,804,330,5.8,2.72,1.0,89,0.0,89,22.9,6,Light rain,60,2.47,2.47,1,On-time,22,28,19,39,2023-07-02,2
UA,210.0,ORD,0.0,57,0.0,0,25.9,16,Overcast clouds,210,3.7,2.85,0.0,37,0.0,300,23.0,16,c03d,315,5.6,3.1,0,Early,21,14,18,20,2023-08-01,1
B6,2516.0,JFK,0.0,78,0.0,0,6.3,16,c04n,240,6.4,4.09,0.0,85,0.0,0,0.0,16,Overcast clouds,280,8.4,5.09,1,Late,23,7,21,55,2023-01-29,1
9E,4730.0,JFK,0.0,70,0.0,167,13.6,16,c04d,115,7.2,7.2,0.0,53,0.0,197,17.8,16,c04d,190,7.6,3.1,0,Early,16,20,15,0,2022-05-03,0
B6,656.0,MCO,0.0,64,0.0,0,21.9,16,Overcast clouds,20,7.6,6.57,0.0,62,0.0,76,11.9,16,Overcast clouds,30,2.29,2.29,0,Early,19,20,16,33,2023-11-04,1
9E,5114.0,JFK,0.0,70,0.0,85,17.4,16,Overcast clouds,165,8.8,7.2,0.0,43,0.0,120,20.0,16,c04d,150,10.4,4.59,2,Early,17,26,16,5,2022-10-12,0
MQ,4203.0,ORD,0.0,51,0.0,521,20.9,16,Scattered clouds,30,10.1,6.15,0.0,61,0.0,166,22.1,16,Overcast clouds,280,10.7,6.2,1,Early,16,11,13,19,2023-08-30,0
B6,2516.0,JFK,1.0,92,0.0,0,6.1,13,r01n,60,14.9,10.3,1.0,92,4.0,0,1.1,3,Light snow,70,12.0,5.7,1,Late,23,40,22,29,2022-12-15,1
UA,1998.0,ORD,0.0,74,0.0,0,-5.6,16,Clear Sky,215,7.8,3.84,0.0,74,0.0,0,-4.4,7,Overcast clouds,315,14.0,5.25,2,Early,21,8,18,19,2023-02-17,1
B6,656.0,MCO,0.0,57,0.0,0,25.0,16,Scattered clouds,230,3.2,2.6,0.0,35,0.0,53,2.2,16,Overcast clouds,215,10.8,6.45,2,Early,18,59,16,18,2023-02-02,1
9E,5009.0,JFK,0.0,64,0.0,0,4.7,16,Scattered clouds,325,6.4,6.05,0.0,51,0.0,0,1.9,16,Overcast clouds,260,10.3,6.4,0,Early,23,57,22,30,2023-02-21,0
9E,4730.0,JFK,0.0,93,0.0,125,12.5,3,c04d,30,6.4,4.84,0.0,38,0.0,594,18.3,16,c03d,240,7.6,4.09,0,Early,16,20,15,0,2022-03-17,0
MQ,3402.0,ORD,0.0,74,0.0,0,23.2,16,Overcast clouds,35,6.4,4.34,0.0,69,0.0,54,23.6,16,c04d,305,4.1,3.84,2,Late,21,58,19,10,2023-08-04,1
B6,656.0,MCO,0.0,68,0.0,0,15.0,16,Scattered clouds,210,2.0,0.8,0.0,88,0.0,21,-1.7,14,Overcast clouds,190,2.85,2.85,0,Early,19,27,16,32,2023-12-31,0
B6,656.0,MCO,0.0,84,0.0,0,22.2,16,Overcast clouds,360,6.4,5.7,0.0,49,0.0,90,8.8,16,Overcast clouds,305,4.8,1.95,1,Early,17,56,15,15,2022-11-23,1
9E,5056.0,JFK,0.0,93,0.0,71,20.6,14,c04d,65,8.0,3.22,0.0,77,0.0,117,21.7,16,Overcast clouds,70,7.4,3.59,0,On-time,17,59,16,25,2022-09-06,0
9E,4856.0,JFK,0.0,51,0.0,126,5.8,16,804,290,5.5,3.84,0.0,81,0.0,123,1.1,3,c04d,280,7.6,2.1,0,Early,12,18,10,54,2023-12-05,0
MQ,3949.0,ORD,0.0,37,0.0,297,28.2,16,804,290,5.6,2.47,0.0,56,0.0,310,27.8,16,Overcast clouds,190,8.2,4.59,0,On-time,16,6,13,15,2023-07-09,0
B6,2516.0,JFK,1.0,91,0.0,0,3.9,16,r01n,210,7.0,3.1,0.0,64,0.0,0,7.1,16,Overcast clouds,225,9.7,5.8,0,On-time,23,31,22,20,2023-02-07,1
B6,656.0,MCO,0.0,62,0.0,0,23.0,16,Scattered clouds,80,4.4,2.6,0.0,52,0.0,25,2.5,16,Overcast clouds,50,1.8,0.75,0,Early,19,19,16,29,2023-11-08,0
MQ,3324.0,ORD,0.0,77,0.0,0,7.9,16,804,80,8.0,4.59,0.0,65,0.0,0,8.3,16,Overcast clouds,290,12.4,8.19,1,Early,21,53,18,56,2023-11-07,0
B6,656.0,MCO,0.0,49,0.0,0,15.0,16,Broken clouds,310,4.4,2.6,0.0,72,0.0,53,-1.1,13,Overcast clouds,265,11.1,7.45,1,Late,18,59,16,18,2023-01-26,1
9E,4844.0,JFK,0.0,56,0.0,22,9.1,16,804,290,5.6,5.09,0.0,75,0.0,76,3.9,16,c04d,300,8.0,6.2,0,Early,16,31,15,0,2023-12-04,0
9E,5350.0,JFK,0.0,45,0.0,877,18.7,16,Few clouds,335,6.0,4.96,0.0,57,0.0,684,13.9,16,Scattered clouds,280,6.4,2.1,0,Early,11,15,9,55,2023-05-06,0
9E,5350.0,JFK,0.0,51,0.0,408,19.8,16,Overcast clouds,190,4.8,4.43,0.0,38,0.0,723,20.6,16,c02d,255,4.0,1.2,0,Early,11,26,9,59,2023-05-28,0
UA,1503.0,ORD,0.0,74,0.0,0,20.3,16,Scattered clouds,225,1.6,1.2,0.0,52,0.0,0,26.7,16,Broken clouds,230,3.6,3.6,1,Early,23,59,21,5,2022-07-01,0
B6,656.0,MCO,0.0,46,0.0,949,30.6,16,Scattered clouds,205,5.2,2.1,0.0,66,0.0,344,3.9,14,Overcast clouds,290,8.2,5.09,1,On-time,13,56,11,11,2022-04-17,1
MQ,3324.0,ORD,0.0,46,0.0,0,11.1,16,804,200,10.1,5.7,0.0,57,0.0,0,6.1,16,Overcast clouds,140,6.8,2.6,0,On-time,21,42,18,45,2023-11-02,0
9E,4953.0,JFK,1.0,32,0.0,0,11.0,16,r01n,40,11.2,7.94,0.0,37,0.0,13,13.8,16,c02n,350,3.6,3.1,1,On-time,21,56,20,30,2022-05-08,0
9E,5090.0,JFK,0.0,61,0.0,0,11.1,16,Few clouds,225,6.8,4.84,0.0,48,0.0,0,7.2,16,c04n,245,5.8,2.04,0,Early,23,53,22,30,2022-10-20,0
UA,1046.0,ORD,0.0,66,0.0,0,22.1,16,802,195,5.2,2.22,0.0,71,0.0,0,22.2,16,Broken clouds,210,3.6,1.5,0,On-time,23,59,21,5,2022-08-18,0
UA,1998.0,ORD,0.0,53,0.0,0,21.1,16,Clear Sky,180,11.3,6.7,0.0,34,0.0,13,19.0,16,c01n,165,6.6,3.1,2,Early,21,18,18,21,2022-10-22,0
9E,5175.0,JFK,0.0,70,0.0,37,5.6,16,804,90,2.4,1.5,0.0,78,0.0,91,1.4,12,c04d,55,6.2,3.59,0,Early,16,7,14,30,2023-12-23,0
B6,2516.0,JFK,0.0,43,0.0,0,-1.3,16,c03n,330,4.09,4.09,0.0,61,0.0,0,-6.7,16,Overcast clouds,190,6.8,2.6,0,On-time,23,7,21,55,2023-02-01,0
B6,656.0,MCO,0.5,89,0.0,0,12.2,16,Overcast clouds,330,6.0,5.09,0.0,70,0.0,69,-0.4,11,Overcast clouds,270,8.1,5.09,0,Early,19,0,16,17,2022-02-08,0
9E,4730.0,JFK,0.0,47,0.0,266,13.6,16,c04d,145,6.0,5.65,0.0,49,0.0,193,10.6,16,c04d,60,6.4,5.09,2,Early,16,20,15,0,2022-04-23,0
MQ,3402.0,ORD,0.0,76,0.0,0,22.5,16,Overcast clouds,210,3.2,2.97,0.0,44,0.0,118,26.0,16,Scattered clouds,260,4.5,3.84,1,Early,21,58,19,10,2023-08-09,1
B6,2516.0,JFK,0.0,100,0.0,0,18.9,16,a05n,120,6.8,3.1,0.0,88,0.0,0,21.9,12,Overcast clouds,120,3.6,2.04,1,Late,23,2,21,37,2023-06-23,1
B6,116.0,JFK,0.0,22,0.0,782,27.8,16,c02d,270,11.3,8.8,0.0,33,0.0,828,22.8,16,Scattered clouds,270,9.0,5.09,1,Early,14,42,13,30,2023-04-12,1
9E,4844.0,JFK,0.0,75,0.0,32,3.3,16,804,270,8.7,6.2,0.0,84,0.0,90,0.6,5,c04d,60,5.8,0.75,2,On-time,16,7,14,30,2023-12-07,0
MQ,3402.0,ORD,0.0,49,0.0,0,22.8,16,Few clouds,120,3.2,1.77,0.0,54,0.0,270,24.7,16,c03d,300,10.7,7.2,2,Early,21,32,18,36,2023-07-21,0
B6,2516.0,JFK,0.0,61,0.0,0,5.0,16,c01n,10,5.2,2.1,0.0,78,0.0,0,-0.6,16,Scattered clouds,110,2.0,1.05,0,Late,23,40,22,29,2022-11-23,1
9E,5175.0,JFK,0.0,81,0.0,119,18.3,16,804,30,6.5,5.7,0.0,48,0.0,493,25.0,16,Broken clouds,340,6.4,3.47,0,Early,16,51,15,20,2023-09-30,0
MQ,3518.0,ORD,0.0,73,0.0,0,16.9,16,804,295,2.85,2.85,0.0,50,0.0,156,17.6,16,Overcast clouds,255,4.8,1.95,0,Early,20,0,17,11,2022-09-24,0
B6,2516.0,JFK,0.0,50,0.0,0,-10.0,16,c02n,270,14.9,12.4,0.0,51,0.0,0,-10.3,16,Overcast clouds,220,15.2,9.8,1,Late,23,40,22,29,2022-12-24,1
B6,2516.0,JFK,0.0,48,0.0,0,5.6,16,c02n,290,12.9,9.8,0.0,49,0.0,0,1.1,16,Overcast clouds,255,10.8,7.2,1,Late,23,40,22,29,2022-11-30,1
B6,116.0,JFK,0.0,61,0.0,89,3.9,16,c04d,20,5.5,4.59,0.0,52,0.0,312,2.3,16,Scattered clouds,60,4.6,2.85,2,Late,14,46,13,35,2022-12-10,0
9E,5175.0,JFK,0.0,67,0.0,102,20.6,16,803,200,4.8,2.6,0.0,50,0.0,141,24.4,16,Overcast clouds,215,7.8,3.34,0,Early,16,57,15,25,2023-10-27,0
9E,4730.0,JFK,0.25,86,0.0,234,11.9,11,c04d,180,18.5,14.95,0.5,58,0.0,156,20.6,16,Overcast clouds,200,19.0,10.8,1,Early,16,20,15,0,2022-03-31,2
UA,538.0,ORD,0.0,65,0.0,0,17.2,16,804,110,4.3,2.6,0.0,50,0.0,74,26.1,16,Overcast clouds,290,3.6,1.5,0,On-time,20,48,18,0,2023-09-12,0
UA,538.0,ORD,0.0,65,0.0,0,21.7,16,804,110,3.6,1.95,0.0,42,0.0,105,17.3,16,Scattered clouds,320,4.8,4.09,1,Late,20,57,18,9,2023-09-20,0
9E,5175.0,JFK,0.0,48,0.0,99,17.8,16,804,340,3.1,3.1,0.0,71,0.0,127,12.3,13,Overcast clouds,285,5.4,1.05,0,Early,16,57,15,25,2023-10-17,0
UA,1998.0,ORD,0.0,74,0.0,0,2.2,16,Overcast clouds,300,3.34,3.34,0.0,39,0.0,0,16.4,16,Broken clouds,255,8.0,3.47,2,Early,21,8,18,19,2023-02-15,0
9E,4844.0,JFK,0.0,30,0.0,28,5.4,16,804,15,4.8,4.43,0.0,38,0.0,173,2.8,16,Broken clouds,300,5.2,2.1,1,On-time,16,31,15,0,2023-11-20,0
B6,656.0,MCO,0.0,86,0.0,0,19.8,16,Scattered clouds,270,3.4,2.6,0.0,92,0.0,19,6.1,6,c04n,75,7.6,2.6,1,Late,19,27,16,32,2023-12-26,1
9E,4896.0,JFK,1.0,97,0.0,146,17.1,3,Light rain,170,8.4,7.2,0.0,42,0.0,266,22.8,16,c04d,175,9.8,5.65,1,Early,16,5,14,31,2023-05-20,0
B6,2516.0,JFK,1.0,100,0.0,0,9.0,0,r01n,230,5.6,2.1,0.0,91,0.0,0,11.1,15,c04n,265,10.3,5.15,0,Late,23,41,22,30,2022-12-31,1
9E,5090.0,JFK,0.0,83,0.0,0,10.8,16,c02n,110,2.0,1.6,0.0,87,0.0,0,8.9,10,Clear Sky,130,2.6,0.75,0,Early,23,53,22,30,2022-11-02,0
9E,5114.0,JFK,0.0,96,0.0,0,13.3,3,c04n,180,15.2,6.7,0.0,94,0.0,18,6.4,14,Overcast clouds,70,10.0,4.09,1,Early,17,48,16,30,2022-11-27,1
B6,116.0,JFK,0.0,28,0.0,273,25.0,16,c01d,320,8.2,8.19,0.0,25,0.0,408,16.7,16,Clear Sky,285,13.4,9.25,0,Early,14,46,13,35,2022-11-07,1
9E,4730.0,JFK,0.0,51,0.0,250,10.6,16,c04d,185,8.2,6.95,0.0,26,0.0,750,16.7,16,Scattered clouds,150,10.0,5.7,2,Early,16,20,15,0,2022-04-11,0
9E,5224.0,JFK,0.0,81,0.0,69,16.1,16,c04d,180,4.6,3.1,0.0,53,0.0,103,11.7,16,Overcast clouds,320,6.1,3.45,0,Early,18,11,16,45,2023-04-06,0
MQ,4203.0,ORD,0.0,46,0.0,130,26.1,16,804,10,6.1,3.6,0.0,48,0.0,319,26.7,16,Overcast clouds,50,5.6,2.6,2,On-time,17,45,14,59,2022-08-17,2
B6,2516.0,JFK,0.0,56,0.0,0,20.0,12,c04n,310,8.6,5.7,0.0,65,0.0,0,18.1,16,Overcast clouds,290,6.6,2.85,1,Late,23,2,21,37,2023-06-17,1
9E,5224.0,JFK,0.0,22,0.0,722,28.1,16,c02d,270,11.9,8.5,0.0,33,0.0,835,23.9,16,Scattered clouds,280,12.2,5.09,1,Early,15,20,13,59,2023-04-12,0
B6,656.0,MCO,0.0,42,0.0,827,28.3,16,Broken clouds,120,8.8,4.59,0.0,33,0.0,650,2.9,16,c02d,335,8.3,4.84,0,Early,13,58,11,11,2022-03-22,1
9E,5340.0,JFK,0.0,95,0.0,0,6.7,8,c04n,345,1.9,1.9,0.0,73,0.0,0,7.3,16,Overcast clouds,175,9.0,5.4,0,On-time,23,59,22,32,2023-03-25,0
B6,656.0,MCO,0.0,43,0.0,173,27.8,16,Scattered clouds,80,8.0,6.2,0.0,36,0.0,614,15.6,16,Broken clouds,320,10.3,6.7,1,On-time,19,2,16,15,2023-05-14,0
B6,116.0,JFK,0.0,43,0.0,63,1.9,16,804,235,8.9,7.2,0.0,49,0.0,127,0.0,16,c04d,210,8.8,5.09,0,Early,15,21,14,0,2023-11-29,0
UA,1998.0,ORD,0.0,58,0.0,0,15.0,16,803,165,3.6,2.4,0.0,53,0.0,53,13.7,16,Overcast clouds,295,4.4,1.95,2,On-time,21,18,18,21,2022-10-04,0
B6,16.0,JFK,0.0,75,0.0,0,2.8,16,Clear Sky,10,6.9,4.09,0.0,69,0.0,0,0.3,14,c04n,280,11.3,6.4,2,Late,22,47,21,35,2023-02-26,1
9E,4730.0,JFK,0.0,57,0.0,259,17.6,16,c04d,190,5.42,5.42,0.0,32,0.0,348,16.7,16,c04d,300,7.5,2.97,2,Early,16,25,15,10,2022-05-05,0
9E,5118.0,JFK,0.0,93,0.0,320,17.2,16,c04d,80,3.8,3.6,0.0,83,0.0,176,17.8,8,Overcast clouds,310,4.8,2.1,2,Early,15,23,13,59,2023-06-16,0
B6,2516.0,JFK,0.0,59,0.0,0,-5.0,16,Scattered clouds,340,14.9,9.5,0.0,56,0.0,0,-15.6,16,Scattered clouds,350,9.2,4.59,2,On-time,23,14,21,59,2022-01-14,1
B6,656.0,MCO,0.0,21,0.0,803,29.4,16,Scattered clouds,70,9.2,6.2,0.0,52,0.0,279,-3.3,16,c04d,225,8.0,4.47,1,On-time,14,0,11,15,2022-03-04,1
B6,116.0,JFK,0.0,44,0.0,90,4.4,16,c04d,300,9.8,8.19,0.0,66,0.0,93,1.1,16,Overcast clouds,250,11.0,6.95,1,Late,14,41,13,30,2022-12-18,1
B6,116.0,JFK,0.0,39,0.0,90,17.8,16,804,175,4.34,4.34,0.0,40,0.0,369,10.6,16,Scattered clouds,290,8.3,5.09,0,Early,15,21,14,0,2023-11-05,0
9E,5224.0,JFK,0.0,97,0.0,0,8.9,16,a05n,155,8.0,5.12,0.0,97,0.0,58,5.0,10,Fog,60,15.6,5.15,0,Early,17,59,16,30,2023-02-09,0
B6,656.0,MCO,0.0,50,0.0,669,27.8,16,Broken clouds,125,4.0,1.5,0.0,73,0.0,159,1.5,16,c04d,285,12.2,8.56,0,Early,14,0,11,15,2022-02-23,1
9E,4844.0,JFK,0.0,44,0.0,23,1.3,16,804,235,8.0,6.86,0.0,46,0.0,78,0.0,16,c04d,210,8.0,4.59,0,On-time,16,31,15,0,2023-11-29,0
B6,116.0,JFK,4.0,100,0.0,42,12.2,2,500,190,14.9,7.2,2.0,82,0.0,88,6.7,4,r01d,290,8.0,2.6,0,Late,15,21,14,0,2023-12-10,1
B6,16.0,JFK,0.0,68,0.0,0,7.2,16,c03n,110,2.5,1.7,0.0,58,0.0,0,1.1,16,Broken clouds,130,3.0,0.37,0,Early,22,38,21,20,2023-03-24,0
B6,2516.0,JFK,0.0,79,0.0,0,3.9,16,c04n,30,8.6,7.07,0.0,71,0.0,0,-1.0,16,Broken clouds,90,2.9,0.52,1,Late,23,31,22,20,2023-02-12,1
9E,5224.0,JFK,0.0,54,0.0,0,9.4,16,c02n,315,11.0,7.45,0.0,96,0.0,29,3.3,2,a03n,270,9.2,4.84,1,Early,18,1,16,35,2023-01-18,1
UA,538.0,ORD,12.0,69,0.0,0,19.7,16,202,170,6.95,6.95,0.0,50,0.0,67,17.9,16,Overcast clouds,280,9.3,5.42,1,On-time,20,57,18,9,2023-09-19,0
9E,5036.0,JFK,0.0,85,0.0,0,21.5,16,Scattered clouds,200,5.6,3.1,0.0,70,0.0,0,21.1,16,Overcast clouds,100,6.4,3.1,0,Early,23,37,22,0,2022-06-30,0
B6,2516.0,JFK,0.0,27,0.0,0,11.5,16,Broken clouds,10,7.6,5.5,0.0,54,0.0,0,4.4,16,c02n,330,3.2,2.1,0,On-time,23,19,21,59,2023-05-17,0
MQ,3473.0,ORD,0.0,69,0.0,0,8.9,16,Broken clouds,175,5.5,2.6,0.0,84,0.0,90,0.6,5,c04d,60,5.8,0.75,0,Early,17,18,14,26,2023-12-07,0
9E,4976.0,JFK,0.0,87,0.0,39,17.1,16,c04n,130,4.6,2.23,0.0,34,0.0,223,23.3,16,Broken clouds,200,9.3,4.59,0,Early,17,26,16,5,2022-11-04,0
B6,656.0,MCO,0.0,49,0.0,874,31.1,16,Scattered clouds,180,8.8,6.2,0.0,58,0.0,626,14.3,16,c02d,135,5.0,2.85,1,Late,13,58,11,11,2022-03-18,0
MQ,3911.0,ORD,0.0,47,0.0,0,24.9,16,804,110,2.8,2.47,0.0,78,0.0,167,22.8,16,Overcast clouds,290,8.4,5.25,1,Late,20,0,17,13,2022-08-23,1
9E,4953.0,JFK,0.0,56,0.0,0,11.9,16,c03n,190,12.4,9.4,0.0,52,0.0,0,11.1,16,Overcast clouds,75,10.6,1.05,0,On-time,21,56,20,30,2022-04-15,0
B6,2516.0,JFK,0.0,90,0.0,0,17.6,16,Clear Sky,105,5.6,1.2,0.0,45,0.0,0,13.6,16,Scattered clouds,255,3.7,2.22,0,Late,23,7,21,45,2022-06-04,1
9E,5118.0,JFK,0.0,87,0.0,159,25.3,16,c04d,170,12.8,8.8,0.0,54,0.0,333,30.2,16,c04d,160,11.8,6.03,0,On-time,16,3,14,29,2023-08-07,1
B6,656.0,MCO,0.0,49,0.0,648,30.0,16,Broken clouds,240,8.8,6.7,0.0,71,0.0,154,-5.6,3,Overcast clouds,300,11.3,8.1,2,Late,14,0,11,15,2022-02-18,1
MQ,4203.0,ORD,0.0,46,0.0,575,27.5,16,Scattered clouds,220,9.3,5.4,1.0,75,0.0,162,22.8,2,Light rain,270,6.7,4.09,1,On-time,16,11,13,19,2023-08-16,2
B6,656.0,MCO,0.0,77,0.0,0,14.4,16,Overcast clouds,10,9.6,6.2,0.0,73,0.0,63,-16.7,0,Haze,300,14.4,9.3,2,On-time,18,59,16,18,2023-02-03,1
9E,4896.0,JFK,0.0,51,0.0,456,20.2,16,Broken clouds,170,7.6,5.7,0.0,28,0.0,704,28.2,16,c03d,320,7.2,3.6,1,Early,17,20,15,40,2023-05-28,0
9E,5090.0,JFK,0.0,96,0.0,0,16.7,7,Overcast clouds,360,6.0,2.85,0.0,80,0.0,0,15.0,16,c03n,90,5.2,3.35,1,Late,23,53,22,30,2022-10-24,1
B6,2516.0,JFK,0.0,44,0.0,0,22.8,16,c02n,350,4.4,2.6,0.0,67,0.0,0,18.1,16,c03n,190,1.6,0.7,2,Late,23,2,21,39,2023-07-30,0
9E,5118.0,JFK,0.0,44,0.0,584,31.4,16,803,300,6.8,6.32,0.0,53,0.0,340,24.7,16,Overcast clouds,265,9.6,4.34,0,Early,16,3,14,29,2023-08-13,0
9E,5118.0,JFK,0.0,75,0.0,274,28.0,16,c04d,170,9.6,6.45,0.0,60,0.0,777,30.0,16,c03d,65,6.2,2.29,0,Late,16,4,14,29,2023-07-15,0
UA,1503.0,ORD,0.5,65,0.0,0,25.9,16,804,185,10.2,3.0,0.0,52,0.0,0,26.1,16,c04n,150,3.1,3.1,1,Early,23,59,21,5,2022-07-22,0
MQ,3963.0,ORD,0.0,42,0.0,68,16.0,16,804,190,6.0,2.72,0.0,41,0.0,437,10.6,16,Scattered clouds,300,9.6,5.92,1,Early,16,1,13,15,2023-11-05,0
9E,4953.0,JFK,0.0,79,0.0,0,12.9,16,c02n,100,4.8,1.65,0.0,27,0.0,18,20.6,16,c02n,335,3.0,2.04,0,Early,21,56,20,30,2022-05-11,0
B6,2516.0,JFK,0.0,76,0.0,0,11.1,16,Scattered clouds,170,6.7,3.93,0.0,36,0.0,0,13.3,16,c04n,120,6.8,1.5,2,Early,23,19,21,59,2023-05-18,0
B6,2516.0,JFK,0.0,43,0.0,0,-10.6,16,Few clouds,355,7.69,7.69,0.0,67,0.0,0,-18.3,16,Scattered clouds,190,1.6,0.4,1,Late,23,14,21,59,2022-01-15,1
MQ,4203.0,ORD,1.0,69,0.0,110,22.5,15,500,80,6.4,2.6,0.0,41,0.0,737,20.4,16,Scattered clouds,340,5.3,2.7,0,Early,16,9,13,21,2023-09-21,2
9E,4856.0,JFK,0.0,50,0.0,377,6.7,16,803,185,5.2,3.1,0.0,57,0.0,138,3.3,16,Overcast clouds,145,4.4,1.2,0,Early,12,18,10,54,2023-11-12,0
B6,2516.0,JFK,0.0,73,0.0,0,25.6,16,803,270,3.1,3.1,0.0,70,0.0,0,24.5,16,Overcast clouds,220,2.7,2.1,2,Late,23,3,21,40,2023-09-03,1
B6,16.0,JFK,1.0,95,8.0,0,0.6,2,Light snow,100,10.4,8.8,1.0,89,17.0,0,-1.3,3,s01n,80,13.8,5.3,1,Early,22,47,21,35,2023-02-27,1
B6,116.0,JFK,0.0,43,0.0,406,15.6,16,Broken clouds,200,3.1,2.6,0.0,25,0.0,389,18.6,16,c03d,90,6.2,2.2,1,Early,14,41,13,30,2022-10-30,0
9E,4976.0,JFK,0.0,100,0.0,47,13.0,16,Fog,10,7.1,4.59,0.0,32,0.0,363,20.4,16,c01d,315,6.7,5.3,0,Early,17,51,16,17,2022-10-05,0
B6,656.0,MCO,0.0,63,0.0,0,23.3,16,Broken clouds,360,2.6,2.6,0.0,85,0.0,80,5.0,16,Overcast clouds,310,6.6,3.72,2,Late,17,56,15,15,2022-12-08,1
B6,656.0,MCO,0.0,47,0.0,0,10.0,16,Overcast clouds,355,3.1,3.1,0.0,56,0.0,48,-4.8,16,Overcast clouds,200,5.3,4.97,1,Late,18,28,15,45,2022-12-26,1
9E,4844.0,JFK,0.0,44,0.0,36,16.1,16,803,355,3.26,3.26,0.0,35,0.0,238,10.6,16,Scattered clouds,290,8.2,5.7,0,Early,16,31,15,0,2023-11-05,0
9E,5224.0,JFK,0.0,71,0.0,338,12.8,16,Overcast clouds,150,6.1,4.09,0.0,28,0.0,391,13.9,16,Overcast clouds,180,4.0,0.0,0,On-time,15,20,13,59,2023-04-27,0
9E,4844.0,JFK,0.0,70,0.0,19,12.0,16,804,330,5.4,4.59,0.0,85,0.0,81,6.7,2,Haze,80,2.8,1.5,0,On-time,16,31,15,0,2023-11-22,0
MQ,3949.0,ORD,0.0,64,0.0,216,25.4,16,Overcast clouds,220,5.6,2.85,0.0,50,0.0,362,27.4,16,Overcast clouds,265,8.3,6.17,0,On-time,16,5,13,15,2023-08-09,1
9E,4953.0,JFK,0.0,15,0.0,0,14.4,16,c02n,35,14.4,10.42,0.0,34,0.0,15,16.7,16,c02n,30,4.2,3.1,1,On-time,21,56,20,30,2022-05-09,0
B6,16.0,JFK,0.0,63,0.0,0,1.7,16,Overcast clouds,300,17.5,12.4,0.0,94,0.0,0,-1.1,3,c04n,300,10.9,6.86,1,Late,22,38,21,20,2023-03-14,1
MQ,3518.0,ORD,0.0,59,0.0,0,13.5,16,802,105,5.2,2.97,0.0,80,0.0,109,14.4,16,Overcast clouds,310,12.0,5.92,0,Early,20,0,17,11,2022-09-22,1
9E,5090.0,JFK,0.0,62,0.0,0,13.8,16,Overcast clouds,230,2.6,2.6,0.0,61,0.0,0,9.8,16,c02n,135,5.8,2.85,0,Early,23,53,22,30,2022-10-16,0
B6,116.0,JFK,0.0,49,0.0,480,16.1,16,800,340,6.4,4.09,0.0,53,0.0,506,11.1,16,Broken clouds,275,7.6,3.1,0,Late,14,39,13,30,2023-10-23,1
B6,656.0,MCO,0.0,53,0.0,161,29.4,16,Broken clouds,340,4.09,4.09,0.0,30,0.0,672,9.8,16,c02d,325,10.7,7.32,2,Late,19,2,16,15,2023-05-17,1
B6,56.0,MCO,0.0,44,0.0,702,27.2,16,Broken clouds,250,16.5,10.8,1.0,96,0.0,182,10.7,10,Light rain,75,9.8,5.42,1,On-time,16,0,13,15,2023-04-30,1
B6,656.0,MCO,0.0,64,0.0,0,20.6,16,Scattered clouds,75,4.8,3.1,0.0,62,0.0,60,8.1,16,c04d,165,7.4,3.7,1,Late,18,28,15,45,2022-12-29,1
9E,5183.0,JFK,0.0,46,0.0,400,5.0,16,802,350,10.9,8.19,0.0,60,0.0,343,-2.2,16,c02d,350,6.8,3.1,1,Early,12,27,10,56,2023-12-21,0
