Carrier Code,Flight Number,Origin Airport,precip_rate,rh,snow_rate,solar_rad,temp,vis,weather.description,wind_dir,wind_gust_spd,wind_spd,precip_rate_des,rh_des,snow_rate_des,solar_rad_des,temp_des,vis_des,weather.description_des,wind_dir_des,wind_gust_spd_des,wind_spd_des,Status,Previous Flight Status,Scheduled Arrival Hour,Scheduled Arrival Minutes,Scheduled departure Hour,Scheduled departure Minutes,Date,Predicted Status
UA,210.0,ORD,0.0,74,0.0,0,23.1,16,Overcast clouds,210,2.9,1.55,0.0,41,0.0,288,27.1,16,Scattered clouds,275,8.7,5.67,0,Early,21,14,18,20,2023-08-09,1
B6,656.0,MCO,0.0,70,0.0,0,19.9,16,Overcast clouds,80,4.6,2.6,0.0,57,0.0,21,8.3,16,c04n,105,8.0,3.84,0,Early,19,13,16,25,2023-12-08,0
MQ,4203.0,ORD,0.0,38,0.0,196,27.8,16,804,255,5.2,1.8,0.0,81,0.0,154,20.7,14,Overcast clouds,110,5.1,0.37,2,Late,16,9,13,21,2023-09-10,2
9E,5114.0,JFK,0.0,64,0.0,0,4.4,16,c02n,190,5.9,4.59,0.0,42,0.0,34,5.4,16,Overcast clouds,155,11.0,5.05,0,Early,17,40,16,15,2022-12-02,0
9E,4976.0,JFK,0.0,88,0.0,0,18.6,16,c04n,180,8.4,7.32,0.0,84,0.0,78,19.4,16,Overcast clouds,20,6.8,1.5,0,Early,17,26,16,5,2022-11-06,0
9E,5118.0,JFK,0.0,36,0.0,352,23.2,16,Overcast clouds,105,10.2,7.97,0.0,30,0.0,216,22.2,11,c04d,310,12.8,5.09,0,Early,15,23,13,59,2023-06-05,0
9E,4953.0,JFK,0.0,100,0.0,0,14.4,1,a05n,155,1.6,1.3,0.0,50,0.0,19,25.0,16,c03n,170,5.4,2.85,1,On-time,21,56,20,30,2022-05-13,0
9E,4953.0,JFK,0.0,36,0.0,0,18.5,16,c01n,340,13.3,8.1,0.0,51,0.0,18,13.9,16,c04n,285,10.6,6.95,0,Early,21,56,20,30,2022-05-17,0
UA,1046.0,ORD,0.0,88,0.0,0,21.0,16,804,360,5.2,3.47,0.0,68,0.0,0,23.3,16,Overcast clouds,50,1.5,1.5,2,Early,23,59,21,5,2022-08-25,1
MQ,3330.0,ORD,0.0,62,0.0,0,19.4,16,800,270,4.5,2.6,0.0,86,0.0,0,20.3,16,Overcast clouds,175,3.8,2.85,2,On-time,23,12,20,24,2022-08-30,2
MQ,3392.0,ORD,1.0,88,0.0,0,4.2,5,500,90,10.3,7.05,0.0,74,0.0,11,-3.8,16,Overcast clouds,270,4.0,3.1,2,On-time,19,33,16,45,2022-12-14,1
B6,398.0,JFK,0.0,89,0.0,0,13.9,16,Overcast clouds,30,10.8,7.2,0.0,57,0.0,0,15.8,16,Overcast clouds,345,6.6,4.34,2,Late,20,47,19,31,2022-10-01,1
UA,210.0,ORD,0.0,65,0.0,0,23.4,16,Clear Sky,245,4.2,2.85,1.0,89,0.0,90,19.4,5,r01d,265,11.3,7.97,1,On-time,21,14,18,20,2023-08-08,1
9E,5036.0,JFK,0.0,73,0.0,0,19.4,16,Overcast clouds,145,6.4,3.43,0.0,51,0.0,0,24.4,16,Overcast clouds,90,7.6,3.6,0,Early,23,37,22,0,2022-06-15,0
UA,1693.0,ORD,0.0,59,0.0,104,2.8,16,Scattered clouds,230,8.2,5.7,1.0,81,25.0,154,-5.6,3,s01d,90,5.6,2.1,1,Early,16,43,13,57,2023-02-25,0
MQ,3402.0,ORD,0.0,53,0.0,0,23.3,16,Overcast clouds,115,3.8,2.35,0.0,46,0.0,251,22.8,16,c03d,325,7.2,4.84,0,Late,21,32,18,36,2023-07-31,0
MQ,3392.0,ORD,0.0,70,0.0,0,-5.6,10,804,240,13.3,7.57,0.0,70,0.0,15,1.3,16,Overcast clouds,195,7.0,5.25,1,Late,19,27,16,40,2022-11-18,1
9E,5114.0,JFK,0.0,84,0.0,74,17.4,16,Broken clouds,180,9.3,6.7,0.0,82,0.0,115,11.1,16,c04d,340,8.8,1.5,0,Early,17,26,16,5,2022-10-17,0
B6,656.0,MCO,0.0,33,0.0,90,28.3,16,Overcast clouds,280,2.6,2.6,0.0,28,0.0,693,30.0,16,c02d,265,6.1,3.84,0,Late,19,2,16,15,2023-05-29,0
B6,656.0,MCO,0.0,52,0.0,314,26.1,16,Overcast clouds,280,6.8,3.6,0.0,49,0.0,599,-7.9,16,c02d,280,6.1,1.12,1,Late,14,0,11,15,2022-02-28,1
B6,398.0,JFK,0.0,40,0.0,74,16.1,16,Scattered clouds,260,8.2,6.2,0.0,54,0.0,88,14.4,16,c04d,315,9.4,5.65,1,Early,17,44,16,30,2022-10-09,0
B6,116.0,JFK,0.0,51,0.0,526,25.6,16,803,30,9.3,4.09,0.0,53,0.0,626,25.5,16,Scattered clouds,320,6.2,2.54,0,On-time,14,39,13,30,2023-10-02,1
MQ,4316.0,ORD,0.0,54,0.0,0,-6.7,16,801,205,8.4,4.43,0.0,59,0.0,122,-7.0,16,Scattered clouds,315,9.6,4.9,2,Early,18,15,15,28,2022-01-03,0
B6,656.0,MCO,0.0,72,0.0,0,17.9,16,Overcast clouds,100,8.3,5.12,0.0,44,0.0,26,6.7,16,c04n,190,11.2,6.94,0,Early,19,13,16,25,2023-12-12,0
9E,4884.0,JFK,0.0,43,0.0,768,25.6,16,Broken clouds,110,6.8,2.6,0.0,56,0.0,600,20.3,16,Scattered clouds,165,3.8,0.6,0,Early,10,53,9,29,2022-07-10,0
B6,656.0,MCO,0.0,44,0.0,68,30.6,16,Overcast clouds,150,2.6,2.6,0.0,28,0.0,290,15.7,16,Overcast clouds,320,8.7,5.25,0,Early,19,2,16,15,2023-05-09,0
B6,56.0,MCO,0.0,48,0.0,273,29.2,12,Scattered clouds,165,8.7,6.32,0.0,56,0.0,150,1.1,16,c04d,60,4.8,4.09,0,Early,16,51,14,7,2023-02-22,1
MQ,3911.0,ORD,0.0,82,0.0,0,19.7,16,804,10,5.6,4.59,0.0,89,0.0,99,20.0,16,Overcast clouds,60,5.2,2.6,0,On-time,20,0,17,13,2022-09-05,1
9E,5090.0,JFK,0.0,65,0.0,0,7.2,16,c02n,250,6.7,3.1,0.0,70,0.0,0,1.7,16,Scattered clouds,200,6.0,3.8,2,Early,23,45,22,30,2022-11-26,0
